attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,attr19,attr20,attr21,target
66,80,4529,182,149,2.8,4.2,98313,86538,0,0,0,0,0,0.6,1.2,185,234.6,4.8,1782,1531538,81
39,61,2039,197,115,0.8,5.6,246681,29935,0,0,0,0,0,13.6,13.8,70.4,194.6,2.2,2055,1413619,88
18,0,5276,681,528,8,2.2,353135,151126,1.6,1.6,1.6,0,0.2,2.2,3.8,375.8,566,6.2,231,1544432,73
16,2,2557,384,123,1.6,1.4,119766,29714,0,0,0,0,0,46.31,48.3,148.7,242.91,2.2,2370,1511946,87
4,4,1901,213,103,0.4,0.8,616593,504045,0,0,0,0,0,5.39,10.18,41.32,79.64,4.6,3058,1032533,90
19,24,873,110,99,2.2,1,110991,25644,0,0,0,0,0,0,0,142.4,178.8,1.8,1024,1762342,87
1,0,845,63,56,0.6,0.8,13187,19673,0,0,0,0,0,0.4,0.4,44.4,99.6,1,671,1033102,94
4,2,2741,250,155,0.8,1.2,768769,116500,1,1.2,1.2,0,2.59,9.78,9.98,74.85,303.19,1.2,323,1018675,86
7,5,1341,240,120,0.4,0.6,718437,672290,0,0,0,0,0,7.6,15,42.8,52.8,4.8,2532,1037078,90
7,4,2319,174,120,2,5.6,112936,112075,3.2,19.4,57.6,112.2,0.8,0.8,0.8,180.6,340.4,1,185,1060130,84
18,14,1344,412,179,0.4,0.4,595473,535206,5.59,10.78,9.78,0,2.2,1,1.2,38.52,98.2,343,89,11,0
7,0,2067,151,63,1.8,2,205488,170521,3.6,5.6,5.4,0,0,1,1.2,87.6,150,3.6,316,1331270,91
10,5,1610,189,99,1.6,0.8,30160,16340,0,0,0,0,0,17.96,17.96,98.6,212.57,2.2,986,972040,90
2,0,1343,194,65,0.4,0.4,104806,14598,0,0,0,0,0,1.4,1.6,27.4,48.6,2.2,6218,1725992,95
0,0,186,17,29,0.2,0.2,463,2680,0,0,0,0,0,0,0,15.6,16.8,1,7420,1866392,97
9,5,3414,433,231,1.6,6.01,323068,110155,0,0,0,0,0.6,11.02,18.84,100.4,201,1.5,512,1096037,81
11,6,1512,98,59,0.4,0.4,313126,16402,3.2,4.2,5.2,11.4,3.6,3,4.2,39.8,53.6,163,92,7,0
1,0,1635,173,114,0.6,0.8,111740,27259,0,0,0,0,0,19.6,32.6,56.4,70.4,1.8,994,1127674,90
0,0,266,19,43,0.2,0.2,4582,15903,0,0,0,0,0,0,0,15.4,16.8,1.2,7293,1875112,99
1,0,490,53,48,1.2,0.6,36794,7750,0,0,0,0,0,0,0,74.4,94.8,2.6,965,1761134,91
11,5,1302,166,145,2.2,2.4,78127,33561,0,0,0,0,0,1.4,1.4,121.6,169.6,4,648,976386,91
9,6,3915,169,121,3,3.4,170292,27567,1.8,2.2,2.2,0,1.4,3.6,5,262.4,366.4,2.7,421,1026229,84
0,0,303,48,38,0.4,0.4,956,8918,0,0,0,0,0,9,17.2,35.2,49.2,1,606,1725613,96
3,1,565,74,42,1.8,2,178698,115623,0,0,0,0,0,2.8,3.8,186.2,152.6,1,5270,1839325,90
5,0,2877,102,83,0.2,0.2,70516,4055,0.6,0.6,0.6,0,0,5,14,21.8,118.8,2.2,649,1412344,92
1,0,264,20,33,1.2,0.8,42849,13858,0,0,0,0,0,0.2,0.4,59.2,68.6,1.2,7047,1844979,96
19,4,3273,318,255,3,1.2,164691,56358,0,0,0,0,0.2,2.4,2.4,156,255.2,434,86,12,0
3,1,579,57,39,2,2,151855,149247,0,0,0,0,0,1.8,1.8,200.2,155.8,1.6,5528,1842536,90
25,8,5080,843,736,8.4,6.2,662262,507951,28.8,73.8,148,340.2,2.4,76.8,107.6,445.8,939.8,3,119,1030128,51
4,1,769,95,96,0.4,0.4,183897,306485,45,95.2,105,22,0.4,0.4,2.6,31.6,105.4,4,182,1708040,86
7,1,4102,396,179,2.2,6.19,1173991,69739,5.39,19.96,43.11,55.49,0.2,21.56,27.15,119.16,271.06,3.2,141,1079395,79
3,0,1405,131,122,0.8,0.6,187208,41824,1.2,1.4,1.4,0,0,2.4,4.2,50.8,97.2,3,301,1114336,92
59,64,1246,160,192,1,0.8,149778,130773,0,0,0,0,0,5.6,14,61.6,132,2.4,1929,1537322,90
6,0,1981,108,56,1.4,2.4,48258,15708,0,0,0,0,0,7.58,7.98,166.27,233.33,2.5,647,1069704,87
68,71,2893,259,102,3,3.6,317902,77606,16.2,28.8,72,109.6,13,20.8,28.2,208.6,493.8,1,189,972046,78
56,62,7214,430,266,5,2.8,541187,136387,0,0,0,0,0,2.4,3,275,525.2,4.2,656,1341658,77
14,2,4725,247,161,10.62,33.87,464922,45701,1.2,1.4,1.4,0,0.8,5.41,5.81,349.3,719.64,1,174,1090443,58
29,43,2026,112,101,0.4,1.8,106168,95221,0,0,0,0,0,0,0,64.4,47.2,2.4,2107,1550110,93
5,0,2053,297,504,4,3,58759,55921,0,0,0,0,0,3.2,4.4,173.2,270.6,3,733,1703618,85
24,20,1737,263,145,3.4,4.4,305734,188601,0,0,0,0,0,1.4,2,222.6,337.2,5.2,2666,1603402,86
24,31,489,61,133,0.2,0.2,38044,33334,0,0,0,0,0.2,0.8,0.8,17.2,24.6,2.2,1099,1717939,96
1,0,2285,92,135,0.2,0.2,11706,25473,0,0,0,0,0,1.2,1.8,15.6,21.6,3,1337,1724755,95
2,0,2727,167,149,0.8,1,748996,23904,2.4,2.6,2.6,0,0.6,0,0,50.2,69.6,2.8,257,1708933,92
1,1,170,13,17,0.2,0.2,31363,11635,0,0,0,0,0,0.2,0.4,16.4,18,1,7248,1875328,98
16,22,349,24,15,1.6,1.6,33103,18390,0,0,0,0,0,1,1.6,124.35,123.55,1.2,7758,1865076,92
38,56,1193,88,85,0.2,0.2,6800,23963,0,0,0,0,0,0.6,0.6,16.2,49.2,2.6,765,1131310,93
6,4,368,174,58,0.2,0.2,297361,287679,0,0,0,0,0,0,0,17.4,17.2,2.2,5448,1828048,97
59,75,3562,297,259,0.2,0.2,49443,74684,0,0,0,0,0.6,6.01,9.02,17.23,69.94,2.2,419,1054597,87
32,43,1579,171,601,0.2,0.2,24849,93532,0,0,0,0,0,0.6,0.6,15.6,30,2.8,1334,1704886,92
6,5,3792,191,115,0.2,0.2,18171,35150,0,0,0,0,0,1.2,1.8,19.8,28.2,1.5,541,1119909,91
17,24,344,113,35,0.2,0.2,179355,7812,0,0,0,0,0,0.2,0.2,17.2,22,1.6,6461,1871491,96
7,5,1021,141,101,0.2,0.2,69214,35381,2.2,2.2,2.6,0.8,0.4,1.6,2,29.6,58.4,291,94,6,0
0,0,568,54,50,0.4,0.6,4835,16186,0,0,0,0,0,0.2,0.2,33.6,78,1,715,1033664,95
3,1,927,88,52,0.4,0.4,19803,23188,0,0,0,0,0,0.2,0.2,35.13,44.11,1.4,1102,1741247,96
15,11,2889,315,128,4.19,4.19,94530,30267,19.36,48.9,136.93,322.55,0.6,10.78,14.37,290.82,515.57,2,121,1010938,77
4,1,2922,182,235,0.8,3.6,602110,663645,0.8,1.6,1.6,0,0.4,37.4,66.6,46.8,110,2.8,481,1037405,79
7,2,1210,151,82,3.4,2.4,327843,26844,11.8,35.4,62.2,117.4,0.4,14.4,16.6,129.6,237.6,1.8,239,1020592,88
3,0,2071,226,253,0.4,0.4,572187,483574,9.4,87.6,205.2,491,0.2,62.4,118,42.8,90.8,3.7,124,1037978,81
21,10,1562,142,144,1.6,1,50456,95182,0,0,0,0,0.6,12.6,15.4,79.8,157.8,1.7,655,1053592,90
29,38,328,24,18,0.6,0.8,49477,8454,0,0,0,0,0,0,0,33.6,55.8,2.2,3435,1819314,96
4,1,5370,251,150,2.4,4,183113,60491,0,0,0,0,0,1.2,1.2,200.2,273.2,2.8,1386,1390003,85
1,0,4146,275,190,1.2,3.4,823128,82198,8.8,14.4,10.2,0,0.8,1.6,2.4,46.4,70,2.8,269,1752118,87
8,1,2830,292,266,2.2,4.99,27269,46849,0,0,0,0,0.2,5.19,7.58,189.22,223.15,3,746,1535593,86
7,0,4394,752,639,4.81,3.61,680353,385683,0,0,0,0,2.81,3.21,3.41,258.32,389.38,5.6,540,1015469,76
2,1,452,116,58,0.4,0.4,255513,172909,0,0,0,0,0,2.2,2.8,36.2,42.2,2.8,4047,1827405,91
4,0,1917,195,155,1.6,0.6,89080,73434,0,0,0,0,0,0.6,0.8,80.24,179.84,1,1156,1013640,90
54,62,1101,104,81,1.8,1.6,241932,82941,5.8,8.2,11.2,10.6,3.6,4.2,4.8,98,193.6,2.8,262,1536664,90
15,13,2711,196,128,0.6,1.4,132298,107739,2.2,5.2,15.2,25.2,2.6,2.2,3.6,40,68.4,1,131,1127534,88
0,0,166,10,14,0.2,0.2,425,9930,0,0,0,0,0,0,0,15.6,16.8,1,7202,1874064,98
17,4,3846,336,330,4.99,3.79,556898,415572,1.4,1.6,6.19,16.57,0.2,35.53,70.26,251.7,365.07,6.8,461,1544899,73
16,11,4775,249,162,1,1.8,336027,29890,0,0,0,0,0,5.41,7.41,85.37,183.17,2.2,2037,969858,86
0,0,810,45,21,0.4,0.4,108170,5654,0,0,0,0,0,0,0,74,76,1.4,5136,1830157,96
4,1,3423,104,94,1.4,1.8,57427,32880,1.4,1.6,1.6,0,0.4,0.2,0.2,82.63,153.29,2.2,261,1527663,91
0,0,4146,273,214,0.2,0.2,530070,25740,10.78,42.91,130.54,353.89,0,64.47,128.14,15.17,31.74,2.4,109,1013046,85
43,59,3706,248,182,1,2.6,42272,97027,0,0,0,0,0,1,1,89.2,138.4,1.3,926,1122056,82
3,0,4505,269,154,0.6,0.6,144699,54580,0,0,0,0,0.4,4.4,7.8,52,72,1,478,1128262,85
33,43,1613,161,110,0.2,0.2,11850,28651,2,2.8,2.4,0,1.4,4,4.8,18.2,120.4,1,253,1021384,92
17,10,2072,361,203,3.2,9,863910,370839,0,0,0,0,1.6,57.8,63.2,129.6,388.6,4,712,1037512,80
0,0,139,10,15,0.2,0.2,1088,12201,0,0,0,0,0,0,0,15.97,16.77,1,6570,1847401,99
0,0,1944,114,133,0.2,0.2,10959,36319,1,1.8,1.8,0,0,1.8,3,13.2,44.2,2,136,1053427,94
1,0,2100,78,80,0.6,3,66955,32083,2.6,3.2,3.2,0,0.2,0.2,0.2,21.4,33.2,2,263,1752520,94
12,5,3132,204,169,0.6,1.4,139503,19639,5,15.4,24,42.4,1.2,3,23.4,45.2,105.4,1.5,316,981682,89
2,0,1328,51,34,1.2,1.2,37888,19887,0,0,0,0,0,1.2,2,113.37,97.21,1,8554,1863067,93
3,1,2215,179,112,0.4,0.4,72784,88980,5,24.4,44.6,92,1.2,9,13.8,29,81.4,2,136,1051462,90
7,0,3826,270,255,7.41,21.44,121829,110094,0.4,0.4,0.4,0,8.22,9.22,10.22,247.5,469.94,1,302,1093433,72
20,2,1169,194,195,0.4,0.8,312017,259833,1.8,2,22.6,44.4,0.4,31.6,60.6,35,75.4,227,86,13,0
63,32,2861,367,203,7.4,20.4,990088,106603,2.4,10,10,0,0.6,8.2,10.2,272.6,508.6,1,381,1098014,74
1,0,1755,156,129,0.8,0.8,15060,6223,0,0,0,0,0,1.6,2.6,52.6,83.8,2.2,336,1381960,95
1,0,1274,150,91,0.2,0.2,62260,37831,0,0,0,0,0,0.2,0.2,18.4,36.6,3.2,655,1630731,95
1,0,1550,212,190,0.6,2.2,79081,70944,0,0,0,0,0.2,6.8,6.8,50.8,84.2,3.2,611,1050608,92
2,0,432,43,19,2,2,92598,57906,0,0,0,0,0,2,3.6,197.2,164,1.2,7854,1867176,87
0,0,391,36,32,0.2,0.2,10449,14088,0,0,0,0,0,0,0,15.57,16.77,1.2,1004,1758116,92
27,37,2024,128,120,1.4,2,206529,22860,0,0,0,0,0.4,2.2,2.2,89.42,122.95,2,1069,1053356,90
10,7,1323,101,112,0.4,0.4,62393,90762,1,1,1,0,0.4,0,0,43.4,53,2.6,284,1535160,94
5,1,4030,270,223,0.8,1.2,23443,90985,0.6,2.4,1.2,0,2,7.8,12.6,53.4,86.4,3.2,511,1629358,84
28,40,3732,224,132,1,0.8,250893,27310,0,0,0,0,0,10.2,10.2,64.2,172.4,2.8,512,1383642,87
0,0,228,31,36,0.2,0.2,854,10593,0,0,0,0,0,0,0,15.4,16.8,2,1017,1761517,91
7,6,1659,203,145,1,1,446789,242518,8.22,15.83,10.22,0,0.4,2.4,2.4,339.08,129.86,2,289,1116319,83
1,1,1534,182,94,0.2,0.2,4389,14758,0,0,0,0,0,1,1,17.76,20.36,1.2,399,1117269,92
1,0,2666,245,150,0.2,0.2,91155,77414,0,0,0,0,0,69.74,73.95,23.45,36.47,1.5,497,1058100,84
65,60,2116,279,191,4.59,2.79,138385,54700,0,0,0,0,0.2,8.18,11.78,239.92,384.43,2,384,963949,82
72,79,3435,381,410,2.4,2.59,389074,487297,27.74,49.3,83.03,102.59,4.39,22.36,26.95,146.91,346.71,1,199,996364,73
3,0,1923,176,77,1.2,1.4,115148,36799,0.4,0.4,0.4,0,0.8,2.2,2.2,95,143.8,1,176,1126896,91
54,21,3709,243,140,4.6,5.4,265286,116407,0,0,0,0,0,4.2,6.4,285.6,428.4,5.6,2836,1565138,82
15,21,390,60,39,0.2,0.2,4844,10564,0,0,0,0,0.2,0,0,15.6,16.8,2,693,1722062,96
1,0,841,49,52,0.8,1.4,2567,27968,0,0,0,0,0,0,0,67.2,71.8,1,7750,1879542,94
3,1,2307,114,105,0.4,1.8,31281,113104,0,0,0,0,0,0.4,0.4,19.6,35.2,2.4,3103,1656325,93
45,51,3855,184,200,1.8,1.8,226375,171511,0,0,0,0,0,1,2,101.4,141.4,4.8,1533,1640438,88
2,1,1700,86,71,0.2,0.2,2382,9266,0,0,0,0,0,0.2,0.2,15.4,17.4,2,6339,1722656,96
1,0,1380,58,61,0.2,0.2,54217,79770,0,0,0,0,0,0,0,16.6,17.6,2,4671,1726971,95
4,1,852,182,73,1.8,0.6,800804,14083,0,0,0,0,0,0,0,95.8,124.4,2.6,6792,1842634,92
2,0,534,75,53,2.2,2.2,57506,28455,0.4,0.4,0.4,0,0,0.8,0.8,170.6,157.6,1.2,359,1813328,85
9,1,3097,377,201,1.4,1.2,89157,69225,0,0,0,0,0.2,6.8,8.6,72.8,134.2,2.5,940,1095928,85
43,56,1826,118,95,0.8,0.8,18516,28681,0,0,0,0,0,12.57,13.17,135.53,131.54,1,836,964444,90
60,71,2647,289,300,1,3.2,32797,37359,0,0,0,0,0,17.2,17.4,58,100.6,1,505,1101470,88
1,1,2428,93,86,0.2,0.2,88628,23314,0,0,0,0,0,0,0,15.8,16.8,1.4,8464,1882056,95
9,0,3034,446,397,8.2,2.2,210022,18396,0,0,0,0,0,0.2,0.4,385.4,557.6,1.4,1532,1747277,80
0,0,319,57,14,0.2,0.2,352084,12848,0,0,0,0,0,0,0,15.6,17.2,1.4,9231,1867534,96
0,0,128,8,11,0.2,0.2,430,8983,0,0,0,0,0,0.6,0.8,15.77,17.17,1,606,1729525,98
18,25,223,21,32,0.2,0.2,1187,21394,0,0,0,0,0,0.2,0.2,21.8,18.8,1.6,4123,1780992,90
7,1,1280,91,50,1.8,3,131362,16863,0,0,0,0,0,1.4,1.6,82,128.6,916,93,7,0
5,0,2014,171,95,4,3.6,127863,8310,0,0,0,0,0,0.6,0.8,219,332.8,2.2,1512,1747224,86
4,2,2865,368,134,0.2,0.2,226324,113731,0,0,0,0,0,6.4,10.4,24.2,31,2.4,960,1527998,91
10,5,1301,54,76,1.2,0.8,476209,489895,0,0,0,0,0,57.2,115.4,85,194,2.6,1605,1534619,81
5,1,3584,133,157,0.2,0.2,7705,88398,0,0,0,0,0,0.8,0.8,16.17,56.69,1,686,1058842,90
6,2,1267,154,62,2.4,3,309013,206077,0,0,0,0,0,0.6,0.6,133,188.6,2.8,6770,1835762,92
41,61,956,101,82,1.6,4.6,49004,29774,0,0,0,0,0,1.2,1.2,86.8,98.8,6,573,1056264,91
0,0,334,70,32,0.2,0.2,384724,185229,0,0,0,0,0,1.2,1.2,16.2,23.4,2.8,991,1759528,96
10,4,1519,118,68,1.4,2,419241,196810,2,17.2,44.6,73.4,0.2,29.2,57.2,74.4,122,4,229,1538755,90
2,0,794,33,39,0.4,0.8,2305,14686,0,0,0,0,0.8,0.4,0.6,43.11,52.89,1,1563,1022057,96
0,0,1188,115,79,0.2,0.2,6090,20123,0,0,0,0,0,0,0,16.3,18.29,1.2,794,1059268,96
30,26,3257,164,148,0.8,2.2,41354,106548,1,4.2,3.8,0,1.2,0.6,0.6,55,108.4,1.2,291,1068296,90
2,1,255,22,23,0.4,0.8,652,4595,0,0,0,0,0,0,0,33.8,33.4,3,951,1714590,98
124,135,4269,557,323,3.99,3.59,691572,328743,27.54,112.38,287.43,438.12,2,83.63,130.34,246.91,596.01,1.3,127,988386,59
10,1,3579,745,751,3,3,619936,638238,0,0,0,0,0,1.2,1.4,159.8,255.8,2.2,636,1059296,81
10,3,3028,283,175,1.4,1.2,374314,66447,0,0,0,0,0.4,35,35.6,104.4,236.2,3.6,3045,1419264,87
10,2,1826,291,182,1.4,2,121406,74108,15.83,24.85,59.92,68.54,12.22,21.24,29.26,75.35,223.45,218,86,14,0
3,1,2198,166,138,0.8,0.6,33606,97451,0,0,0,0,0,3.2,3.2,79.6,126.4,1.5,2096,1073008,91
13,11,3030,332,180,1.4,4.4,1200996,1105343,1.2,1.6,1.6,0,0.8,8.6,13.8,76.6,104.6,1,200,1014856,87
42,49,3354,168,110,2.2,8.98,425112,18385,0,0,0,0,0,4.79,5.59,157.49,193.21,609,83,15,0
6,5,551,71,68,0.4,1.8,16543,35390,0,0,0,0,0,0.6,0.6,25.8,30.8,2,2638,1728000,97
29,38,7089,381,371,0.4,0.4,23628,70543,0,0,0,0,0.2,1.2,1.8,29.8,89.8,2,780,1063819,83
18,1,3550,218,152,8.2,21,59077,67661,2.6,3,3,0,1.2,7,7,331.4,556.2,1.3,179,1091533,76
29,19,4862,226,212,1.6,2.4,313298,76539,9.2,19.8,35.2,49.6,5.6,25.8,47,105.6,219.2,2.6,176,1109021,78
16,1,3609,417,350,5.4,2,221199,68804,0,0,0,0,0,1.8,3,297.6,402.8,3.2,741,1530386,78
2,1,1407,71,67,0.2,0.2,5374,23273,0,0,0,0,0,1.4,2.4,18.84,25.05,1,601,1734565,95
7,0,2741,296,246,4.99,2.2,177076,17349,0.8,1.2,1,0,0,7.78,15.37,263.27,391.42,5.6,306,1712469,82
8,4,3912,275,216,3.2,2.6,156009,225504,1.4,1.4,1.4,0,0.8,46.6,53,342.4,364.4,2.6,371,1005256,77
18,12,2385,334,124,5.8,16,928637,33286,0,0,0,0,0,7.2,9.2,206.6,399,2.8,672,1097338,80
11,3,2515,215,140,1.4,2.8,328668,20783,0,0,0,0,0.4,2.2,5.4,85.4,230.2,4.2,1027,1122035,83
19,0,2287,235,131,0.4,1.4,210667,135817,12,71.2,141.6,330,0.2,33.6,65.8,56.6,133.8,3.8,146,1112992,81
1,0,489,86,64,0.8,1,129749,34764,0,0,0,0,0,1.6,1.6,48.2,71.2,2.6,966,1717426,95
35,44,3279,353,299,4.6,3.4,269193,104279,0,0,0,0,0.2,46.8,46.8,301,542.6,1.5,678,1014826,77
7,0,1757,187,192,4.2,2.8,111253,29838,0,0,0,0,4.4,1,1.2,190,296.8,2,810,1061723,85
14,1,2111,350,336,5.59,3.99,375410,225367,5.59,7.78,19.36,19.96,0.6,13.37,33.33,180.24,314.57,3.5,168,1042622,83
21,2,3681,466,391,8.17,2.99,209980,21093,18.92,48.01,164.54,826.29,1,2.39,2.59,407.37,884.06,2.8,156,958183,70
3,2,1435,183,116,0.6,0.4,96056,18798,0,0,0,0,0.4,1.8,3,46.4,61,1.6,1231,1133731,91
9,1,3357,149,145,1,1.2,122904,40944,0,0,0,0,0,6.19,6.59,62.67,104.79,5.2,3092,1538472,89
1,1,1078,34,30,0.4,0.4,1887,3124,0,0,0,0,0,0,0,30.4,38.6,2,2233,1697794,96
2,0,2579,106,76,0.8,0.4,11166,7333,0,0,0,0,0,0.6,0.8,48,66,1,474,1730904,93
2,1,3735,279,143,0.4,1,387812,214397,0,0,0,0,0,6.2,12,31.4,86.2,4,3768,1333251,90
2,0,3099,180,116,0.2,0.2,526898,35032,7.6,8.2,10.6,8.2,0.2,5,5,16,109.4,2.2,198,1080638,91
0,0,1599,132,56,0.4,1.8,61352,30538,13.8,32.4,76.6,160.2,0,28,44.8,19.6,114,2.8,129,992258,90
7,1,1796,112,99,1.4,3.19,218630,187867,2.4,2.4,2.4,0,4.99,1,1.2,169.46,153.89,3,239,1514932,90
4,1,2289,197,140,0.4,0.4,85895,150802,2,2.6,3,0.8,0.6,4.2,5.6,29,72.4,2.6,160,1312763,90
16,0,1404,131,100,3.4,4,71028,29572,8,45.6,99,317.2,0.2,20.6,82.8,128.6,208.6,1.5,145,1058082,84
2,0,3335,329,241,0.4,0.2,425840,324350,11.4,24,57.8,92.4,3.2,33.8,65.2,36,81.6,1.8,132,1004899,84
14,3,6171,691,588,7.77,2.99,224709,90255,0,0,0,0,0,28.09,29.08,437.65,700,2.3,3268,1006010,59
55,76,1846,251,198,0.6,0.6,382579,56300,4.8,28.8,62.6,125.2,6.4,6,10,72.6,175.4,1,128,1046594,86
2,1,2914,402,484,1,1.2,49843,50430,0,0,0,0,0,0.4,0.4,76,119,2,771,1703163,88
67,2,4368,241,210,12.2,33.6,128950,51814,2.2,6.6,16,23.2,1,11.8,12.4,421,777.6,1.4,279,1094907,60
1,0,3704,199,96,0.2,0.2,194193,189146,0,0,0,0,0,0.2,0.2,15.6,18.2,3.4,3355,1346128,95
1,1,298,16,32,0.2,0.2,8934,128171,0,0,0,0,0,0,0,16,17.6,1,6876,1852733,97
62,11,3587,174,142,11.8,35.4,74641,37564,6.2,6.2,6.2,0,4.6,5.2,5.2,439.6,734.2,5.2,314,1096350,63
42,57,3647,435,185,2.8,3.8,75594,54490,0.8,0.8,0.8,0,0.4,9.8,9.8,190.4,428,1,424,1124478,77
4,0,3963,396,264,1,1.2,303723,162298,0,0,0,0,0.4,9,15.2,90.8,183.2,2.2,969,1083214,82
1,0,268,42,43,0.2,0.2,18237,5721,0,0,0,0,0,5.4,5.4,15.8,16.8,2,613,1746560,92
193,24,4132,660,420,0.6,0.6,225963,131040,7.2,47,71.6,112.4,1.6,9,10.2,42,130.8,3.8,151,1326901,88
23,18,1057,125,147,2,0.8,52933,22688,0,0,0,0,0.2,6.8,6.8,277.2,264.6,621,90,10,0
0,0,2967,185,126,0.4,0.6,19246,50729,0.8,1.4,1.2,0,0.2,2,2,31.2,42.4,1.4,244,1127214,91
1,1,1107,47,26,0.2,0.2,9887,13536,0,0,0,0,0,0,0,15.8,17,1,8188,1836408,97
1,1,220,29,31,0,0,36999,8324,0,0,0,0,0,0,0,6.97,10.36,1,7143,1856064,98
12,10,1152,107,71,0.2,0.2,213053,103408,0,0,0,0,0.2,1.6,2.2,19.8,69.8,3.2,660,1516470,92
35,50,2797,323,269,0.2,0.2,192178,238685,0,0,0,0,0,0.6,2.8,29.8,36.6,3,2121,1046506,85
40,56,2735,180,137,0.2,0.2,364701,383083,0,0,0,0,0,1,1,14.83,22.65,1.3,1181,1017937,90
6,4,1754,183,131,1,2.81,78480,20040,0.4,0.6,0.6,0,0,7.01,7.41,84.97,112.63,1.3,250,1125440,91
2,1,2304,131,102,1.6,4.39,119424,18630,0,0,0,0,0,2.2,2.2,110.18,184.03,1,678,1093673,88
16,3,3127,202,175,2.6,3.8,296643,125693,2.8,2.8,2.8,0,0.6,14.2,23.8,141,280.4,4.6,225,1540502,85
1,0,1293,59,49,0.6,1,3767,14409,0,0,0,0,0,0.8,0.8,49.8,61.75,2.4,1268,968080,93
2,0,385,35,25,1.8,1.8,125918,34085,0,0,0,0,0,1.8,2.8,156,135,1.6,8201,1868654,92
97,110,1371,227,170,1,2.2,237035,70000,2,2.4,2.4,0,1,1.6,1.6,72.8,105.2,1,199,1117930,88
16,3,2257,323,294,6.4,1.8,233167,23197,0,0,0,0,0,0,0,303,430,2.8,7285,1874422,82
10,2,3731,321,257,1.4,1.2,479961,501134,8,37,97.4,772.4,0,52.6,103.2,139,168.2,2.6,275,1063549,72
10,7,1354,145,89,2,4.2,369367,162606,4.2,4.8,4.8,0,3.6,0.4,0.6,127.2,260,5.8,265,1595098,88
5,0,2576,340,209,3,1.4,453313,22792,0,0,0,0,0,15.2,28.2,161.2,251.2,3.2,2440,1763877,81
3,0,4563,313,282,0.8,1,559849,428414,5,75.6,183.2,540.8,0,43.6,86,60.6,90.8,6.6,126,1318419,80
119,116,4029,453,246,0.4,0.6,369988,215679,0,0,0,0,0,11.2,21.2,31.4,97.6,3.6,3168,1331394,88
2,1,3631,144,96,0.2,0.2,29995,79122,0,0,0,0,0,0,0,15.8,19.6,2.6,3163,1656826,93
13,10,1970,114,67,2,2,42776,22590,0,0,0,0,0.2,0.2,0.2,130.94,182.44,1,918,997309,90
65,83,2194,220,133,0.4,0.4,246472,80797,0,0,0,0,0,31.94,53.69,42.91,119.96,1,1310,1086976,82
2,0,461,44,64,1.2,0.8,24720,20705,0,0,0,0,0,1.8,3.2,55,69,2,534,1742819,89
1,0,510,85,58,0.2,0.2,1802,5367,0,0,0,0,0,0,0,22.8,17.6,2.2,406,1717720,96
35,47,628,62,36,0.8,1,181004,9809,0,0,0,0,0,2,3.2,60.2,124.6,1.4,1616,1708194,94
17,16,2075,135,79,0.2,0.2,11362,23344,0,0,0,0,0,1.2,1.2,88.42,17.76,1,1113,1081611,90
0,0,162,20,19,0.2,0.2,1355,6365,0,0,0,0,0,0,0,16.2,17,1,8001,1833296,97
17,13,3125,228,147,3,3,41720,28149,0,0,0,0,1,1.6,2.8,147.6,256.2,3,658,1074107,85
7,2,2342,125,74,2.2,4.2,294081,71960,10.6,52.4,111.6,152.2,1,70,75.8,146.4,293.2,1,175,1058875,85
32,47,2093,164,129,1.2,3.8,94847,16603,0,0,0,0,0.6,0.4,0.4,84.6,132.2,1.4,440,1104264,89
3,1,4426,576,403,2.2,2.4,231193,329741,1.4,20.4,43.2,71.6,0.4,6.6,8.2,109.6,229.2,2.6,150,1366637,83
2,1,1162,128,142,0.2,0.2,100251,105326,5,5.8,5.4,0,1.2,1.8,2.6,20.6,23.4,2,198,1708232,92
1,1,152,8,13,0.2,0.2,6994,4155,0,0,0,0,0,0,0,15.6,16.8,1.2,6455,1871482,99
2,0,453,43,36,2.2,2.2,136424,57700,0,0,0,0,0,1.8,3.2,170.2,169.2,2,6264,1853056,89
0,0,524,45,140,0.6,0.8,92426,167096,0.2,0.2,0.2,0,0.8,0,0,45.2,60.4,1.2,297,1756365,95
32,42,1405,80,52,3,9,831099,21519,0,0,0,0,0,14.2,14.6,124,262.8,1.8,748,1089336,84
9,0,1366,136,84,4.4,4.6,203565,153111,0,0,0,0,0,8.4,15.2,216.2,395.2,4.2,1756,1755198,85
1,0,1745,99,62,0.6,0.6,172724,9196,0,0,0,0,0,0,0,32.2,37.8,2.6,779,1750693,88
12,11,2712,138,88,1,1.4,28926,33076,0,0,0,0,0,1.2,1.2,59.4,130.8,2.5,2373,1013866,90
17,2,4486,522,421,6.37,3.98,271927,89228,0.8,0.8,0.8,0,0.4,8.17,8.76,301.79,510.96,1,346,1085103,75
1,0,4859,238,189,0.8,0.8,229829,305705,2.2,2.59,2.59,0,0,4.59,4.79,105.59,124.95,4.2,421,1004659,83
57,1,3518,301,132,10.6,29,588337,75972,8.2,37.6,100,152.6,0.8,59.2,95.8,412.2,825.4,2.6,172,1094818,59
0,0,109,10,13,0,0,278,7934,0,0,0,0,0,0,0,0,0.2,1,8493,1866040,99
